Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_C7,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_C7,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,N_Src_Pixels_C2,N_Sky_Pixels_C2,N_Src_Pixels_C3,N_Sky_Pixels_C3,N_Src_Pixels_C4,N_Sky_Pixels_C4,N_Src_Pixels_C5,N_Sky_Pixels_C5,N_Src_Pixels_C6,N_Sky_Pixels_C6,N_Src_Pixels_C7,N_Sky_Pixels_C7
HATP22B-0087_C.fit,87,0,60037.62965,2460037.63,2460037.629,2460037.632,2460037.633,1.015409553,79.99098909,-29.9375,60,10.37944444,50.19277778,27.30018107,38,66,99,4.238474184,0.224963235,0.164707949,0.284417194,0.137571228,0.172053945,0.228150406,0.01991369,0.002606679,0.00235091,0.002919399,0.002264937,0.002380297,0.002618823,212.8422306,86.30263479,70.06134866,97.42319708,60.7395464,72.28256801,87.11945333,906823.3176,4225.95077,2042.263567,1002.494112,2042.763567,1045.005888,3843547.221,4536.459792,2296.456833,1673.685812,9239.327148,847.2569796,697.3022584,14630,26.68185584,31.48428199,31.94870009,31.01986389,323.3655832,0.989502782,2228.384044,1587.017657,2228.884044,460.4823435,166537.1672,1723.43115,96.63116931,1101.894653,36.71082185,694.5265561,26.36737713,30.677858,31.44914103,29.90657496,325.3956486,0.97995908,2497.472278,768.0149567,2497.972278,1279.485043,128239.0222,1716.312686,74.71775004,983.8051758,28.26852394,698.4483081,26.51001884,31.53304204,32.5695427,30.49654138,329.5232705,0.981705718,2986.448708,582.2545618,2986.948708,1465.245438,200804.0256,1746.558519,114.9712554,1120.997559,44.26447821,700.8249257,28.56310705,33.51719732,33.87311858,33.16127606,322.406956,0.993101744,2434.739201,151.6473402,2435.239201,1895.85266,109665.9221,1725.759476,63.54646965,975.9415283,24.17434016,704.4563336,28.56039769,30.72105851,31.09861565,30.34350137,23.43421985,0.998707825,2742.43574,1578.839184,2742.93574,468.6608155,133118.8978,1717.653977,77.50041602,1043.105835,29.34422521,697.5186713,26.14249182,32.44345907,33.05887862,31.82803952,327.4616018,0.991900834,154.9620263,881.7104196,155.4620263,1165.78958,168458.2826,1721.530753,97.85377479,1060.763428,37.13430523,694.7632122,28.27601914,32.13807518,32.97655251,31.29959784,326.8395452,0.983142425,4536.459792,14524,4536.459792,14852,4536.459792,13813,4536.459792,14386,4536.459792,14742,4536.459792,14710
HATP22B-0088_C.fit,88,0,60037.6305,2460037.631,2460037.63,2460037.633,2460037.634,1.015821825,79.85969794,-29.9375,60,10.38,50.19277778,27.0591097,38,66,99,4.162854637,0.229469216,0.161085408,0.289794238,0.137100675,0.166588568,0.229361355,0.023205332,0.00311481,0.002781714,0.003496041,0.002686652,0.002804122,0.003112548,179.3921607,73.67037068,57.90869545,82.89210859,51.03029925,59.4084593,73.68926819,814225.1486,4504.445581,2040.483076,1003.239179,2040.983076,1044.260821,3389500.936,4536.459792,2320.304916,1460.799791,8522.670898,747.1687376,805.5148809,14784,26.28275023,31.49325322,32.16900932,30.81749711,327.0002804,0.988878602,2226.746964,1588.031243,2227.246964,459.4687573,151967.6978,1834.095247,82.85703701,1167.685913,33.49918323,802.4195155,25.58102502,30.43230705,30.70784566,30.15676844,318.5702209,0.97878082,2495.524197,769.0888943,2496.024197,1278.411106,112963.0857,1834.698955,61.57036576,1074.741577,24.90115441,809.6217041,26.7487861,30.74201929,31.28272281,30.20131577,320.3442194,0.964049463,2984.577256,582.6144274,2985.077256,1464.885573,182942.1699,1859.348309,98.39047854,1203.149048,40.32707845,813.0205791,28.11363987,33.60755363,34.18519432,33.02991295,338.5645811,0.997801288,2433.133519,151.8266054,2433.633519,1895.673395,98171.44603,1839.338587,53.37323247,1046.815796,21.64054142,817.7949455,28.45194647,30.79165083,32.07551171,29.50778996,17.58566569,0.989629094,2740.71053,1579.230039,2741.21053,468.2699612,116271.156,1833.19605,63.42537994,1124.492554,25.63037288,807.4981347,25.35884093,31.18132817,32.619438,29.74321834,339.185496,0.984835393,152.9858301,882.5284394,153.4858301,1164.971561,151909.5932,1832.772224,82.8851459,1101.902588,33.48637488,803.242669,28.87677928,32.73143173,33.67340447,31.78945899,329.6236234,0.986144653,4536.459792,14499,4536.459792,14503,4536.459792,13892,4536.459792,14579,4536.459792,14497,4536.459792,14647
HATP22B-0089_C.fit,89,0,60037.63139,2460037.631,2460037.631,2460037.634,2460037.635,1.016286608,79.71379801,-29.9375,60,10.37972222,50.19361111,27.01608551,38,66,99,4.20843636,0.230669889,0.168975907,0.275078492,0.139268331,0.168965176,0.227738751,0.024524082,0.003263603,0.002946819,0.003567994,0.00281464,0.002941815,0.003243098,171.6042363,70.67952402,57.34180834,77.09612313,49.47998065,57.43569191,70.22258488,787354.6671,4554.698284,2046.973547,998.8815332,2047.473547,1048.618467,3313532.009,4536.459792,2329.165781,1422.626091,8499.962891,730.4224353,826.5278454,14583,26.43914658,31.14381465,31.62084565,30.66678365,324.2281756,0.990640922,2233.31754,1583.629365,2233.81754,463.870635,147577.3603,1854.400989,79.5822269,1240.686279,32.53139387,823.793744,25.41766437,30.44077252,31.00649112,29.87505393,332.4169062,0.995768677,2502.292307,764.8051545,2502.792307,1282.694845,113812.4132,1856.205844,61.31454308,1132.66687,25.08837693,829.3383066,25.43204215,30.88058382,32.29024809,29.47091956,342.478479,0.987616583,2991.368996,578.7347664,2991.868996,1468.765234,169859.6094,1885.016022,90.1104327,1236.967407,37.4432084,833.1370284,28.38559023,32.10484278,33.31504498,30.89464058,349.6360596,0.993520736,2439.418659,148.3666102,2439.918659,1899.13339,96249.11646,1856.978655,51.83103005,1083.444702,21.21679038,836.3088502,29.03174073,29.81500351,32.04265218,27.58735483,16.85573136,0.968087159,2747.363184,1575.338797,2747.863184,472.1612033,113806.2299,1852.533165,61.43276251,1126.294556,25.08701392,828.4022873,25.76331889,30.80961247,33.18386923,28.4353557,344.9264016,0.968607142,159.5356572,877.828936,160.0356572,1169.671064,146049.9378,1851.334395,78.8890101,1165.722656,32.19469465,824.517421,28.64309564,32.50376374,32.52627316,32.48125432,315.4217743,0.991149307,4536.459792,14534,4536.459792,14405,4536.459792,13435,4536.459792,14623,4536.459792,14588,4536.459792,14777
HATP22B-0090_C.fit,90,0,60037.63223,2460037.632,2460037.632,2460037.635,2460037.636,1.016745862,79.57174527,-29.96875,60,10.37944444,50.19638889,27.08628774,38,66,99,4.158586398,0.232831714,0.164859048,0.27718986,0.138614789,0.166865745,0.231283571,0.022280429,0.003006783,0.002684975,0.003293244,0.002588788,0.00269314,0.003002495,186.6475019,77.43549472,61.40058882,84.16924764,53.54428732,61.95954527,77.03045348,841950.4775,4476.051178,2046.442361,999.8285551,2046.942361,1047.671445,3501323.804,4536.459792,2327.671733,1504.217177,8691.291016,771.8185467,794.2082753,14663,27.06237373,31.11614502,31.88441074,30.34787929,329.2444051,0.989295443,2232.888814,1583.475829,2233.388814,464.0241708,159010.1638,1819.339307,87.39994963,1172.096191,35.05159774,789.8377743,24.70880693,31.04575539,31.86141229,30.2300985,329.6910825,0.988545965,2501.751033,765.734064,2502.251033,1281.765936,119158.7553,1819.811866,65.47861209,1092.058838,26.26690431,798.1433009,26.09999254,31.68643785,32.69604448,30.67683121,341.150648,0.993526747,2990.267631,579.6014616,2990.767631,1467.898538,182729.3986,1854.159837,98.55104986,1182.537598,40.28017594,801.7921744,29.80459815,32.82653125,33.75031625,31.90274626,334.8751334,0.992264986,2439.453945,149.2836041,2439.953945,1898.216396,102498.9212,1828.598553,56.05326603,1034.81311,22.59447364,805.6351549,28.75078408,31.65734223,34.20236782,29.11231664,11.90401411,0.969510553,2746.566869,1575.732853,2747.066869,471.767147,120401.7638,1819.469259,66.17411273,1134.810425,26.54090841,795.236683,26.22100033,30.17123877,32.78945951,27.55301803,344.7263023,0.959991466,159.407727,878.6410093,159.907727,1168.858991,158151.4749,1822.408751,86.78156033,1097.264893,34.86231163,790.865713,26.95645839,33.07302196,33.7059084,32.44013552,326.9635725,0.99110176,4536.459792,14719,4536.459792,14800,4536.459792,13508,4536.459792,14521,4536.459792,14631,4536.459792,14567
HATP22B-0091_C.fit,91,0,60037.63307,2460037.633,2460037.633,2460037.636,2460037.636,1.017202551,79.43248357,-29.9375,60,10.37972222,50.1975,25.27852489,38,66,99,4.242204177,0.229651488,0.163606771,0.280481211,0.143981495,0.164546739,0.229158115,0.022405376,0.002950116,0.00264327,0.003261565,0.002574552,0.002643388,0.002951176,189.3386709,77.84489197,61.89559956,85.99591087,55.92486989,62.24842472,77.64975032,839070.2219,4397.937155,2041.852382,1003.301213,2042.352382,1044.198787,3559507.2,4536.459792,2312.236377,1539.42185,11146.13379,784.6442741,764.564922,14622,23.75862493,31.02756718,32.05940384,29.99573053,333.1754523,0.987436401,2227.966546,1588.239076,2228.466546,459.2609242,156705.9664,1789.169508,87.58586915,1230.49231,34.5436692,759.9878663,24.09380247,29.90347421,30.42187201,29.38507641,324.6580194,0.989019876,2496.728967,769.3008844,2497.228967,1278.199116,117975.9114,1789.125119,65.94055954,1100.456909,26.0061627,768.5134379,25.41831895,31.21952656,32.66302338,29.77602974,337.9608581,0.983500776,2985.881585,582.6571315,2986.381585,1464.842868,183792.9602,1818.304276,101.0793202,1251.989502,40.51462344,772.0228207,26.42888491,32.85434572,33.52223693,32.1864545,327.711203,0.99103751,2434.78027,152.5536149,2435.28027,1894.946385,105605.3665,1797.740414,58.74339011,1073.323608,23.27924666,776.634968,26.29351164,31.40155112,32.95174762,29.85135463,10.8131264,0.988774192,2741.888288,1579.464083,2742.388288,468.035917,118557.9457,1786.101679,66.37804951,1137.906006,26.13446413,764.9092039,23.9542392,30.22387115,31.44347309,29.00426922,343.9812244,0.99096563,154.4261137,882.5689385,154.9261137,1164.931061,156432.0718,1792.064385,87.29154662,1178.920044,34.48329291,762.4873868,27.00229213,32.08417314,33.86664153,30.30170475,338.6257507,0.97724638,4536.459792,14653,4536.459792,14805,4536.459792,13844,4536.459792,14636,4536.459792,14761,4536.459792,14628
HATP22B-0092_C.fit,92,0,60037.63391,2460037.634,2460037.634,2460037.636,2460037.637,1.017676593,79.28995348,-29.9375,60,10.37944444,50.19444444,27.60316448,38,66,99,4.227456184,0.2229766,0.174162128,0.282889112,0.139984191,0.168111455,0.222683287,0.020187489,0.00264097,0.002427647,0.002958787,0.002309437,0.002401872,0.002638676,209.409708,84.42981514,71.74113818,95.60984082,60.61397755,69.99183951,84.39206943,894523.3139,4237.076925,2042.524356,1006.537636,2043.024356,1040.962364,3781558.116,4536.459792,2292.610386,1649.455197,10036.94824,833.5923361,701.3442744,14501,26.26358331,30.75319237,31.2689974,30.23738733,326.7089143,0.992880039,2228.64088,1591.185129,2229.14088,456.3148711,163092.055,1728.397202,94.36028641,1156.492065,35.95139437,699.1134833,26.25116878,29.68841851,29.61956313,29.75727388,313.826467,0.98717095,2498.105343,771.8682858,2498.605343,1275.631714,132683.6222,1722.201939,77.04301056,1658.775146,29.2482747,702.9109354,27.55094462,31.18503299,33.31830656,29.05175941,343.2009992,0.973271315,2986.865288,586.3981904,2987.365288,1461.10181,197250.8017,1750.678387,112.6710669,1144.140869,43.48121901,705.4912992,28.45305278,32.85318328,33.812456,31.89391055,350.8654742,0.996224519,2435.275694,155.6058233,2435.775694,1891.894177,109842.8588,1729.384802,63.51556847,982.3511353,24.21334341,708.7090617,29.19124656,30.74121237,31.80663174,29.67579299,0.989588367,0.995201176,2742.738502,1582.476621,2743.238502,465.0233786,128737.3862,1720.279268,74.83516694,1030.116089,28.37838141,702.816517,26.28110847,30.67519655,31.54407231,29.8063208,327.1044593,0.980945453,154.8685102,885.5468169,155.3685102,1161.953183,162916.59,1727.563918,94.30423284,1053.752319,35.91271553,700.4565692,29.23104682,31.73284866,33.22384814,30.24184917,343.5401835,0.987523045,4536.459792,14477,4536.459792,14831,4536.459792,13831,4536.459792,14457,4536.459792,14915,4536.459792,14642
HATP22B-0093_C.fit,93,0,60037.63475,2460037.635,2460037.634,2460037.637,2460037.638,1.018171008,79.14340663,-29.9375,60,10.37944444,50.19694444,26.42852835,38,66,99,4.219736198,0.226352766,0.161325629,0.276807907,0.143633011,0.171591054,0.231012682,0.019904573,0.002620789,0.00235015,0.002895206,0.002292446,0.002389645,0.002638846,211.9983279,86.36816019,68.64480938,95.60905999,62.65492219,71.80607533,87.54306833,900369.1045,4212.340463,2043.829236,1000.535839,2044.329236,1046.964161,3799320.102,4536.459792,2286.792858,1661.418562,10274.1875,837.5077211,691.0408018,14488,25.14894717,30.36024798,31.02701682,29.69347914,327.3960842,0.989038414,2230.170828,1585.183871,2230.670828,462.3161287,166184.6762,1715.82382,96.85416082,1148.25,36.63312006,688.885115,25.05352229,29.59354046,30.63936023,28.54772069,334.7312652,0.987664288,2499.15683,766.3743562,2499.65683,1281.125644,125074.8354,1713.02907,73.0138429,1032.00769,27.57102258,693.8676226,25.18661473,30.55807873,31.33160665,29.7845508,328.8788825,0.988198784,2987.897238,580.2831888,2988.397238,1467.216811,195197.1681,1744.043703,111.9221771,1158.285034,43.02852379,696.7893213,28.09812183,31.9721786,32.90334944,31.04100777,332.2436385,0.989435171,2436.696956,148.7829726,2437.196956,1898.717027,113080.6159,1718.197878,65.8134999,987.4229736,24.9270623,700.3163026,26.99202363,31.05561184,31.7585404,30.35268327,32.27322356,0.988916769,2744.309108,1576.77385,2744.809108,470.72615,131867.9272,1713.63761,76.95205008,1090.878784,29.068466,693.124677,25.47393107,30.27348958,31.99970404,28.54727511,343.5694474,0.981687045,156.3876607,879.6582788,156.8876607,1167.841721,168963.8818,1713.139212,98.62822622,1046.395752,37.2457576,687.8336631,29.04653774,31.85211822,32.81548563,30.8887508,334.7389235,0.990964346,4536.459792,14631,4536.459792,14683,4536.459792,13625,4536.459792,14655,4536.459792,14670,4536.459792,14786
HATP22B-0094_C.fit,94,0,60037.63559,2460037.636,2460037.635,2460037.638,2460037.639,1.018669361,78.99778533,-29.90625,60,10.37944444,50.195,26.42573638,38,66,99,4.29141744,0.223616384,0.161155343,0.283603402,0.145674454,0.170960992,0.226039144,0.019400202,0.002499912,0.002252677,0.0028031,0.002203158,0.002285638,0.002514768,221.2047777,89.44969241,71.53948374,101.1749258,66.12075654,74.7979361,89.88467668,922758.7128,4137.428703,2042.478096,1002.771341,2042.978096,1044.728659,3959942.833,4536.459792,2283.778008,1733.94385,11020.54297,872.914787,661.0038635,14540,25.74036972,30.18733182,31.01256843,29.36209522,330.4627958,0.988698917,2228.703858,1587.536625,2229.203858,459.9633752,168634.5245,1685.28277,100.0630443,1168.255981,37.17315533,659.274417,25.07525211,28.50302443,29.08241683,27.92363202,325.5376773,0.987228661,2497.571898,768.0812664,2498.071898,1279.418734,128068.5637,1683.377593,76.07833453,993.333313,28.2309487,663.5487728,25.49002205,29.32383346,30.39143993,28.256227,328.3372568,0.973760872,2986.700502,582.3503077,2987.200502,1465.149692,203877.2333,1708.364916,119.3405644,1170.511963,44.94192445,665.9681339,27.62564846,31.7566918,32.93322453,30.58015908,343.149639,0.992089305,2435.187514,151.7645042,2435.687514,1895.735496,117330.3387,1686.986812,69.55024064,982.093811,25.86385509,669.3150032,27.98315483,31.58580365,32.49387526,30.67773205,7.025860601,0.996492592,2742.906575,1579.476257,2743.406575,468.0237429,134723.3138,1681.211726,80.13465031,1054.93811,29.69789658,662.9175191,25.27677658,29.67490658,31.30962907,28.04018408,338.9307487,0.978057521,154.9183627,882.476038,155.4183627,1165.023962,170124.739,1689.221738,100.7119049,1070.131226,37.50165257,661.8808918,27.78893091,30.66052686,32.54658177,28.77447194,349.4641858,0.982747858,4536.459792,14528,4536.459792,14461,4536.459792,13865,4536.459792,14518,4536.459792,14664,4536.459792,14469
HATP22B-0095_C.fit,95,0,60037.63647,2460037.636,2460037.636,2460037.639,2460037.64,1.019200285,78.84486618,-29.9375,60,10.37972222,50.19277778,26.15591762,38,66,99,4.239806739,0.231599657,0.15567008,0.288613869,0.142112963,0.168899619,0.226022463,0.018347065,0.002426688,0.002134434,0.002710307,0.002097454,0.002179185,0.002402923,231.0891015,95.43858198,72.93271355,106.4875201,67.75498443,77.50587011,94.06147399,955952.8093,4101.445943,2043.036966,1002.898396,2043.536966,1044.601604,4053055.163,4536.459792,2285.808787,1773.138324,10797.49609,893.4401161,647.6053837,14519,25.49109753,30.03305974,30.5197317,29.54638778,326.5073679,0.99313211,2229.491268,1587.32609,2229.991268,460.1739098,179764.8625,1671.965145,107.5171113,1131.314087,39.62668485,644.7005935,24.78709418,29.57386368,29.71382649,29.43390087,318.7778586,0.994818416,2498.266159,769.0078609,2498.766159,1278.492139,128767.9358,1666.400095,77.27312081,989.746582,28.38511565,649.7653627,25.00435162,28.13123483,28.4978236,27.76464606,326.6211662,0.995639532,2987.353418,582.6906781,2987.853418,1464.809322,214106.9919,1697.475365,126.1326063,1154.267212,47.19693367,651.3091966,27.39490048,32.29285785,33.04120739,31.54450832,337.0154938,0.99555818,2436.001847,151.948815,2436.501847,1895.551185,118949.08,1672.973326,71.10040436,968.9569092,26.22068429,655.7520175,26.54198266,29.94981425,30.83471722,29.06491128,7.922526615,0.996233381,2743.041377,1579.029243,2743.541377,468.4707572,138129.9668,1665.979938,82.91214296,1008.611816,30.44884627,648.8438655,26.18340548,30.58985642,31.07158768,30.10812516,330.9222394,0.996438242,155.6828645,882.2826611,156.1828645,1165.217339,176233.9722,1671.451639,105.4376735,1023.418213,38.84834879,646.3902828,27.68859138,31.0569531,32.54297309,29.57093311,337.9670545,0.982343573,4536.459792,14470,4536.459792,14596,4536.459792,13629,4536.459792,14465,4536.459792,14684,4536.459792,14602
HATP22B-0096_C.fit,96,0,60037.63732,2460037.637,2460037.637,2460037.64,2460037.641,1.019734259,78.69328538,-29.9375,60,10.37972222,50.19388889,26.58528209,38,66,99,4.204470311,0.230674896,0.162963849,0.279973398,0.139514885,0.169768881,0.228707451,0.017021725,0.002264001,0.002019692,0.002500478,0.001953112,0.002041445,0.002253514,247.0061269,101.8881797,80.68746652,111.9679497,71.43207926,83.16115361,101.4892303,1000928.313,4015.788935,2044.466981,1003.11291,2044.966981,1044.38709,4208373.374,4536.459792,2280.106285,1845.691757,12368.1875,927.6778738,615.3220759,14590,25.76246557,29.91644899,30.62390437,29.2089936,327.7616858,0.987965133,2230.67654,1587.68138,2231.17654,459.8186198,187611.7204,1635.477239,114.7137459,1147.797485,41.35641647,611.1146028,25.34342182,29.38462672,29.95073134,28.8185221,328.0290662,0.992312197,2499.760958,769.0428423,2500.260958,1278.457158,140258.1266,1632.214264,85.93119767,1048.217529,30.91796974,617.8733247,25.26548509,30.82044253,31.82706749,29.81381756,332.9358667,0.987599566,2988.533394,582.6335638,2989.033394,1464.866436,218936.8163,1666.43231,131.3805637,1191.274902,48.26160185,620.445512,28.13540856,31.50187368,32.04136331,30.96238406,334.8252627,0.997120502,2437.255041,152.0411567,2437.755041,1895.458843,122547.2347,1637.530021,74.83663392,959.8479004,27.01384788,624.2889771,27.34974492,30.94001611,33.62930938,28.25072284,13.12392471,0.962993332,2744.856593,1579.093856,2745.356593,468.4061437,145265.0026,1631.943524,89.01349863,1039.305176,32.02166652,615.1445624,25.02672102,29.98697811,31.84220286,28.13175336,338.3013087,0.971221289,157.0086903,882.0437697,157.5086903,1165.45623,186309.4121,1632.761675,114.1069238,1025.869873,41.06934055,612.3787033,29.21372765,31.52167645,32.88559814,30.15775476,334.3652393,0.980940041,4536.459792,14482,4536.459792,14630,4536.459792,13441,4536.459792,14521,4536.459792,14484,4536.459792,14791
HATP22B-0097_C.fit,97,0,60037.63816,2460037.638,2460037.638,2460037.641,2460037.642,1.020294337,78.53658748,-29.9375,60,10.37944444,50.19722222,26.57568131,38,66,99,4.248428335,0.23047015,0.162966526,0.280976416,0.136043404,0.169353215,0.232504023,0.017623102,0.002318857,0.002071013,0.002561801,0.001991865,0.002092917,0.002327178,241.0715428,99.38953816,78.68928679,109.6792671,68.29952159,80.91732449,99.90812907,981544.004,4035.904701,2042.277165,1002.573799,2042.777165,1044.926201,4170019.359,4536.459792,2285.094468,1824.878322,10349.35938,919.2232601,623.9384464,14250,25.97301021,30.06107866,30.48891358,29.63324374,324.2748158,0.991997438,2228.831809,1586.987994,2229.331809,460.5120065,183845.6574,1643.101785,111.8893906,1094.943848,40.5262398,620.667422,24.99634735,29.73818308,29.88458954,29.59177663,317.2774087,0.984627343,2497.300099,768.2706407,2497.800099,1279.229359,137543.7836,1641.413902,83.79591731,976.2653198,30.31963026,626.2901052,25.28758548,29.47498168,30.63184451,28.31811884,344.8823789,0.991770241,2986.397233,582.3584663,2986.897233,1465.141534,215297.2631,1669.542103,128.9558753,1083.091553,47.45931255,629.0957384,27.37662513,31.18686845,31.86531543,30.50842146,344.7007083,0.997447424,2435.244841,151.4865664,2435.744841,1896.013434,117541.8008,1646.346326,71.39554961,926.8393555,25.91046901,633.3623556,27.73036454,29.71547872,31.27678287,28.15417458,13.63295674,0.986101145,2742.707263,1579.030093,2743.207263,468.4699069,142153.4832,1642.080358,86.56913923,996.6505127,31.33577496,624.9833854,25.6835351,29.86938943,31.40816765,28.33061121,341.1751653,0.983155054,154.7745447,882.1677405,155.2745447,1165.332259,185162.0159,1643.243353,112.6808245,1005.327148,40.8164129,621.3857471,28.98230135,31.93611651,32.62684548,31.24538754,329.393251,0.99193829,4536.459792,14677,4536.459792,14617,4536.459792,13855,4536.459792,14560,4536.459792,14519,4536.459792,14750
HATP22B-0098_C.fit,98,0,60037.639,2460037.639,2460037.639,2460037.642,2460037.642,1.020836762,78.38697779,-29.96875,60,10.37972222,50.19305556,26.26574701,38,66,99,4.214184587,0.228462236,0.164797445,0.277425487,0.136804717,0.176146971,0.227387179,0.01673735,0.002211927,0.001990069,0.002435602,0.001906594,0.002023157,0.002210921,251.7832629,103.2865154,82.80991379,113.9042899,71.753452,87.06540626,102.8472559,1011686.08,3981.55487,2040.505393,1001.82227,2041.005393,1045.67773,4263431.887,4536.459792,2278.049724,1871.527141,12864.08105,939.8147636,604.125453,14643,25.15207792,30.06816535,30.67897657,29.45735414,326.6685153,0.989489908,2226.824151,1586.569279,2227.324151,460.9307212,188147.472,1621.106159,116.0611666,1153.37854,41.47451552,600.9139913,24.60739131,29.7123479,30.35075804,29.07393776,326.4282876,0.987771622,2495.420542,767.8197691,2495.920542,1279.680231,143134.9993,1621.259805,88.28628133,1016.621216,31.55213665,605.8411866,26.08828354,30.17560519,31.57935245,28.77185793,342.7942573,0.987336899,2984.625662,581.5461525,2985.125662,1465.953848,219713.4051,1645.957122,133.4867125,1180.776611,48.43279016,608.8076414,27.60218298,31.3091777,31.69086007,30.92749532,327.2052298,0.996520454,2433.360895,151.0439678,2433.860895,1896.456032,121747.7602,1622.196659,75.05117184,986.0393066,26.83761476,612.0996422,26.78088096,29.66551778,31.14571813,28.18531743,20.44550816,0.982660197,2740.566638,1578.141469,2741.066638,469.358531,151516.3013,1617.97682,93.64553276,1058.348633,33.39967911,604.1783788,25.68650334,30.70570171,31.89767259,29.51373084,338.4393308,0.988719993,153.2311185,881.4281574,153.7311185,1166.071843,187426.1424,1624.119702,115.4016801,1021.30426,41.31550834,602.7636456,27.94290904,31.61334522,32.57789866,30.64879179,332.7581409,0.988986903,4536.459792,14706,4536.459792,14455,4536.459792,13956,4536.459792,14620,4536.459792,14690,4536.459792,14623
