pl_name,pl_orbper,pl_orbpererr1,pl_orbeccen,pl_orbeccenerr1,pl_orbincl,pl_orbinclerr1,pl_tranmid,pl_tranmiderr1,pl_ratdor,pl_ratdorerr1,pl_ratror,pl_ratrorerr1,pl_orblper,pl_orblpererr1,st_teff,st_met,st_logg
WASP-73 b,4.08722,0.00022,0,,87.4,2.1,,,5.75,0.39,,,,,6030,0.14,3.93
WASP-73 b,4.0873001,0.0000017,,,,,2458327.674,0.00032,,,,,,,,,
WASP-73 b,4.0872994,0.00000411,,,,,2459038.864,0.000955,,,,,,,6036,,3.93
WASP-73 b,4.0872856,0.0000087,,,,,2456365.769,0.0011,,,,,,,6124,,3.81
WASP-73 b,4.08722,0.00022,0.017,,87.4,1.8,2456128.706,0.0011,,,,,,,6030,0.14,
WASP-72 b,2.21674,,,,,,2459168.126,0.00034,,,,,,,6250,,3.99
WASP-72 b,2.216742,0.000008,0,,81.6,3.2,2455583.652,0.002,3.98,0.46,0.0651,0.0031,,,,,
WASP-72 b,2.2167421,0.0000081,0,,81.6,3.2,2455583.653,0.0021,4.02,0.49,0.0656,0.0031,,,6250,-0.06,3.99
WASP-72 b,2.2167421,0.0000081,0.017,,81.6,3.2,2455583.653,0.0021,,,,,,,6250,-0.06,
WASP-72 b,2.21673,0.000002,0,,86.8,2.55,,,4.61,0.35,,,,,6250,-0.06,4.09
WASP-72 b,2.2167394,0.000001,,,,,2459168.125,0.00023,3.7,0.1,0.0656,0.0007,,,6250,-0.06,4.09
WASP-72 b,2.21674248,0.00000058,,,,,2457660.741,0.00032,,,,,,,,,
WASP-71 b,2.9036747,0.0000068,0.019,,84.9,2.2,2455738.85,0.0007,,,,,,,6050,0.14,
WASP-71 b,2.90367,0.000007,0,,84.2,1.8,,,4.3,0.27,,,,,6050,0.15,3.9
WASP-71 b,2.9036693,0.0000064,,,,,2458421.854,0.00032,4.67,0.07,0.0646,0.0007,,,6050,0.15,3.9
WASP-71 b,2.90368303,0.00000058,,,,,2458413.142,0.00024,,,,,,,,,
WASP-71 b,2.9036747,0.0000068,0,,84.9,2.2,2455738.85,0.0007,4.39,0.27,,,,,6059,0.14,3.92
WASP-71 b,2.90368434,0.00000172,,,,,2459475.892,0.00083,,,,,,,6059,,3.92
WASP-70 A b,3.7130203,0.0000047,0.053,,87.12,1.2,2455736.504,0.00027,,,,,,,5700,-0.01,
WASP-70 A b,3.7130203,0.0000047,0,,87.12,1.24,2455736.503,0.00027,,,,,,,5763,-0.006,4.31
WASP-70 A b,3.7130169,0.0000012,,,,,2456319.448,0.0004,,,,,,,5763,-0.006,4.31
WASP-7 b,4.954658,0.000055,0,,89.6,0.4,2453985.015,0.0009,,,,,,,6400,,4.36
WASP-7 b,4.9546416,0.0000035,,,87.03,0.93,,,9.0744,0.5317,,,,,6400,0,4.21
WASP-7 b,4.9546416,0.0000035,0.049,,87.03,0.93,2455446.635,0.0003,,,,,,,6400,0,
WASP-7 b,4.9546417,0.0000035,,,,,2459043.713,0.0002,8.93,0.29,0.079,0.0007,,,6400,0,4.23
WASP-7 b,4.95466,0.000049,0,,89.6,0.65,,,10.54,0.48,,,,,6400,0,4.36
WASP-7 b,4.9546416,0.0000035,0,,87.2,0.9,2455446.635,0.0003,9.17,0.53,0.096,0.001,,,6520,0,
WASP-7 b,4.9546416,0.0000035,,,87.03,0.93,2455446.635,0.0003,9.074,0.532,0.0956,0.0016,,,6400,0,4.23
WASP-7 b,4.9546416,0.0000035,,,87.03,0.93,,,9.0744,0.5317,,,,,6520,0,4.22
WASP-7 b,4.95479682,0.00013359,,,,,2459038.758,0.000341,,,,,,,6562,,4.24
WASP-7 b,,,0.034,0.045,,,,,,,,,109,170,,0,
WASP-7 b,4.9546515,0.0000013,,,,,2455446.636,0.00081,,,,,,,,,
WASP-69 b,3.86814,0.000002,0,,86.71,0.2,,,12,0.46,,,,,4700,0.15,4.5
WASP-69 b,3.8681382,0.0000017,0.11,,86.71,0.2,2455748.834,0.00018,,,,,,,4700,0.15,
WASP-69 b,3.86814922,0.00003932,,,,,2459798.775,0.000132,,,,,,,4746,,4.43
WASP-69 b,3.868139,0.0000006,,,,,2457176.178,0.00017,,,,,,,4715,0.144,4.54
WASP-69 b,3.8681382,0.0000017,0,,86.71,0.2,2455748.833,0.00018,,,,,,,4715,0.144,4.54
WASP-69 b,3.8681382,0.0000017,0,,86.71,0.2,2455748.833,0.00018,12,0.46,,,90,,4700,,
WASP-68 b,5.084298,0.000015,0,,88.1,1.3,2456064.864,0.0006,7.9,0.25,0.075,0.002,,,5911,0.22,4.09
WASP-68 b,5.0843,0.000015,0,,88.1,1.3,,,7.93,0.42,,,,,5910,0.22,4.17
WASP-68 b,5.084298,0.000015,0.023,,88.1,1.3,2456064.864,0.00061,,,,,,,5910,0.22,
WASP-67 b,4.61,,,,86.2,0.07,,,13.41,0.15,0.1379,0.003,,,,,4.53
WASP-67 b,4.6144109,0.0000027,0.015,,85.8,0.35,2455824.375,0.00022,,,,,,,5200,-0.07,
WASP-67 b,4.6144166,0.0000004,,,,,2456618.054,0.00008,,,,,,,5240,,
WASP-67 b,4.61442,0.00001,0,,85.8,0.35,,,12.83,0.63,,,,,5200,-0.07,4.35
WASP-67 b,4.6144086,0.0000041,,,,,2456082.781,0.00018,,,,,,,,,
WASP-67 b,4.61442,0.00001,0.2,,85.8,0.3,2455824.374,0.0002,,,,,,,5240,,
WASP-66 b,4.08605693,0.000004,,,,,2459283.746,0.000913,,,,,,,6580,,4.07
WASP-66 b,4.086052,0.000007,0.11,,85.9,0.9,2455929.096,0.00035,,,,,,,6580,,
WASP-66 b,4.086052,0.000007,0.046,,85.9,0.9,2455929.097,0.00035,,,,,,,6600,-0.31,
WASP-66 b,4.0860519,0.0000013,,,,,2458548.256,0.00041,,,,,,,,,
WASP-66 b,4.0860502,0.0000065,,,,,2458552.342,0.00068,7.33,0.25,0.0815,0.0013,,,6600,-0.31,4.3
WASP-66 b,4.086052,0.000007,0,,85.9,0.9,2456738.134,0.00035,,,,,,,6600,,
WASP-66 b,4.08605,0.000007,0,,85.9,0.9,,,6.73,0.37,,,,,6600,-0.31,4.3
WASP-65 b,2.3114243,0.0000015,0.016,,88.8,0.8,2456110.688,0.00015,,,,,,,5600,-0.07,
WASP-65 b,2.31142069,0.00000018,,,,,2459231.106,0.00016,,,,,,,,,
WASP-65 b,2.3114243,0.0000015,0,,88.8,0.8,2456110.688,0.00015,,,,,,,5600,-0.07,4.4
WASP-65 b,2.3114217,0.0000004,,,,,2456912.751,0.00019,,,,,,,5600,-0.07,4.4
WASP-65 b,2.3114199,0.0000023,,,,,2459577.819,0.000173,,,,,,,5785.79,,4.4
WASP-64 b,1.57329028,0.00000009,,,,,2457366.713,0.000092,,,,,,,,,
WASP-64 b,1.5732918,0.0000015,0,,86.57,0.8,2455582.602,0.00027,5.39,0.11,0.1234,0.0011,,,5400,-0.08,4.39
WASP-64 b,1.5732918,0.0000015,0.054,,86.57,0.8,2455582.602,0.00027,,,,,,,5550,-0.08,
WASP-64 b,1.57328484,0.00000105,,,,,2459229.489,0.000558,,,,,,,5400,,4.39
WASP-64 b,1.57329025,0.00000015,,,,,2456444.765,0.00012,,,,,,,5400,-0.08,4.39
WASP-63 b,4.378083,0.0000023,,,,,2459227.105,0.00024,6.59,0.08,0.0782,0.0006,,,5550,0.08,4.01
WASP-63 b,4.37808205,0.00000076,,,,,2458469.697,0.00018,,,,,,,,,
WASP-63 b,4.37809,0.000006,0.086,,87.8,1.3,2455921.654,0.0005,,,,,,,5550,0.08,
WASP-63 b,4.37808,0.000006,0,,87.8,1.3,,,6.59,0.3,,,,,5550,0.08,4.01
WASP-63 b,4.37808065,0.00000224,,,,,2458469.697,0.000231,,,,,,,5570,,4.01
WASP-63 b,4.37809,0.000006,0.22,,87.8,1.3,2455921.653,0.0005,,,,,,,5570,,
WASP-62 b,4.4119395,0.0000004,,,,,2458427.553,0.00004,,,,,,,6280,,
WASP-62 b,4.4119378,0.000001,,,,,2460011.439,0.000187,,,,,,,6280,,4.32
WASP-62 b,4.41195,0.000003,0,,88.3,0.75,,,9.55,0.41,,,,,6230,0.04,4.45
WASP-62 b,4.41193852,0.00000025,,,,,2457858.413,0.000062,,,,,,,,,
WASP-62 b,4.41194,0.000004,0,,88.5,0.4,2455767.153,0.0005,9.506,0.137,,,,,6230,0.04,4.32
WASP-62 b,4.41193858,0.00000064,,,88.57,0.18,2455855.393,0.00038,9.684,0.06,0.1105,0.0003,,,6391,0.24,4.38
WASP-62 b,4.4119379,0.0000003,,,,,2459252.586,0.00004,9.72,0.03,0.1111,0.0001,,,6230,0.04,4.45
WASP-62 b,4.411953,0.000003,0.075,,88.3,0.9,2455855.393,0.00027,,,,,,,6230,0.04,
WASP-62 b,4.411953,0.000003,0.21,,88.3,0.9,2455855.392,0.00027,,,,,,,6280,,
WASP-61 b,3.8559,0.000003,0.26,,89.35,0.45,2455859.528,0.00023,,,,,,,6320,,
WASP-61 b,3.8558986,0.000002,,,,,2459198.735,0.00033,8.09,0.11,0.0934,0.0008,,,6250,-0.1,4.26
WASP-61 b,3.85588998,0.00000331,,,,,2459175.6,0.000767,,,,,,,6244.5,,4.21
WASP-61 b,3.8559,0.000003,0.074,,89.35,0.45,2455859.529,0.00023,,,,,,,6250,-0.1,
WASP-61 b,3.855898,0.000003,0,,89.3,0.4,2456075.459,0.0005,8.091,0.039,,,,,6250,-0.1,4.26
WASP-61 b,3.8559,0.000003,0,,89.35,0.56,,,8.15,0.24,,,,,6250,-0.1,4.26
WASP-61 b,3.855898,0.000001,,,,,2456152.577,0.00023,,,,,,,6320,,
WASP-61 b,3.85589655,0.00000054,,,,,2458439.124,0.00026,,,,,,,,,
WASP-60 b,4.305,0.000006,0,,87.9,1.6,,,10.04,1.16,,,,,5900,-0.04,4.2
WASP-60 b,4.305007,0.000003,,,,,2458902.6,0.0006,,,,,,,5900,-0.04,4.35
WASP-60 b,4.3050011,0.0000062,0,,87.9,1.6,2455747.03,0.0022,10,1.236,,,,,5900,-0.04,4.35
WASP-60 b,4.305004,0.0000059,,,86.1,0.61,2456952.433,0.00017,,,,,,,6105,0.26,4.24
WASP-60 b,4.3050011,0.0000062,0.064,,87.9,1.6,2455747.03,0.0022,,,,,,,5900,-0.04,
WASP-60 b,4.305003,0.0000055,,,,,2456263.632,0.00066,,,,,,,,,
WASP-60 b,4.30482901,0.00025673,,,,,2459854.005,0.000938,,,,,,,6001,,4.12
WASP-6 b,3.36100208,0.00000031,0.054,0.018,88.38,0.31,2454425.022,0.00011,,,0.1463,0.0012,,,5375,-0.15,4.49
WASP-6 b,3.36100207,0.00000021,,,,,2455591.29,0.00007,,,,,,,5450,,
WASP-6 b,3.361006,0.0000022,0.054,0.018,88.47,0.65,2454596.433,0.00015,,,,,1.7,0.12,5450,,
WASP-6 b,3.36100113,0.00000108,,,,,2458357.395,0.000119,,,,,,,5375,,4.49
WASP-6 b,3.36100239,0.00000037,0.07,,88.47,0.65,2455278.716,0.000085,,,,,,,5450,-0.2,
WASP-6 b,3.36101,0.0000028,0.05,0.02,88.47,0.56,,,10.62,0.41,,,,,5450,-0.2,4.6
WASP-6 b,3.3610032,0.0000008,,,,,2459110.259,0.00015,10.81,0.21,0.1453,0.0014,,,5450,-0.2,4.6
WASP-6 b,,,,,,,,,,,,,,,5380.72,-0.143,4.58
WASP-6 b,3.36100237,0.00000014,,,,,2456132.411,0.000075,,,,,,,,,
WASP-6 b,3.36,,,,,,,,,,,,,,5380.72,-0.143,4.58
WASP-59 b,7.919585,0.00001,0.12,,89.27,0.52,2455830.956,0.00053,,,,,75,14,4650,-0.15,
WASP-59 b,7.919585,0.00001,0.1,0.042,89.27,0.52,2455830.956,0.00053,24.39,1.926,,,74,15,4650,-0.15,4.72
WASP-59 b,7.91926045,0.00034395,,,,,2459830.349,0.000453,,,,,,,4302,,4.51
WASP-58 b,5.01718,0.000011,0,,87.4,1.5,,,10.35,1.21,,,,,5800,-0.45,4.27
WASP-58 b,5.0172131,0.0000026,,,,,2457261.06,0.00062,,,,,,,6034,,4.4
WASP-58 b,5.01718,0.000011,0,,87.4,1.5,2455183.934,0.001,10.309,1.319,,,,,5800,-0.45,4.27
WASP-58 b,5.0172146,0.00000188,,,,,2459393.375,0.000443,,,,,,,5930,,4.4
WASP-58 b,5.01721434,0.00000089,,,,,2457120.578,0.00034,,,,,,,,,
WASP-58 b,5.01718,0.000011,0.044,,87.4,1.5,2455183.934,0.001,,,,,,,5800,-0.45,
WASP-58 b,5.0172137,0.0000016,,,,,2457692.541,0.0004,,,,,,,5800,-0.45,4.27
WASP-57 b,2.838971,0.000002,0,,88,0.1,2455717.878,0.0002,,,0.11265,0.00062,,,5600,-0.25,4.57
WASP-57 b,2.838918,0.0000006,,,,,2456433.286,0.0001,,,,,,,5600,-0.25,4.57
WASP-57 b,2.83891856,0.00000081,,,86.05,0.28,2456058.549,0.00016,8.7489,0.2278,0.1182,0.0013,,,5600,-0.25,4.45
WASP-57 b,2.83891856,0.00000081,0.059,,86.05,0.2,2456058.549,0.00016,,,,,,,5600,-0.25,
WASP-57 b,2.8389228,0.0000021,,,,,2456001.771,0.00046,,,,,,,,,
WASP-57 b,2.83862151,0.00029805,,,,,2459695.205,0.001346,,,,,,,5878,,4.44
WASP-56 b,4.6170519,0.0000053,,,,,2459659.915,0.000675,,,,,,,5797,,4.36
WASP-56 b,4.6170654,0.0000021,,,,,2455841.609,0.00023,,,,,,,5600,0.12,4.35
WASP-56 b,4.617057,0.0000035,,,,,2458902.72,0.00093,,,,,,,,,
WASP-56 b,4.6171,0.000003,0,,88.5,0.15,,,10.88,0.3,,,,,5600,0.12,4.5
WASP-56 b,4.617101,0.000004,0,,88.5,0.1,2455730.799,0.001,,,0.10095,0.00201,,,5600,0.12,4.35
WASP-56 b,4.617101,0.000003,0.082,,88.5,0.1,2455730.799,0.001,,,,,,,5600,0.12,
WASP-55 b,4.465633,0.000004,0.2,,89.2,0.6,2455737.94,0.0003,,,,,,,5960,,
WASP-55 b,4.4656294,0.00000042,,,,,2456778.432,0.00013,,,,,,,,,
WASP-55 b,4.465633,0.000004,0.056,,89.2,0.6,2455737.94,0.0003,,,,,,,5900,-0.2,
WASP-55 b,4.46659676,,,,,,2457229.455,,,,,,,,6070,0.09,4.42
WASP-55 b,4.4656299,0.0000008,,,,,2456720.378,0.0001,,,,,,,5960,,
WASP-55 b,4.46563433,0.0000024,,,,,2459310.444,0.000474,,,,,,,6070,,4.42
WASP-55 b,4.4656243,0.000006,,,,,2457220.529,0.000063,10.51,0.16,0.12595,0.00094,,,,,
WASP-55 b,4.46563,0.000004,0,,89.6,0.2,,,10.83,0.31,,,,,5900,-0.2,4.3
WASP-55 b,4.465635,0.000023,,,,,2457224.995,0.000201,,,0.1223,0.0004,,,,,
WASP-55 b,4.466,,,,,,2457220.529,,,,0.12498,,,,6070,0.09,4.42
WASP-55 b,4.4656291,0.0000011,,,89.05,0.59,2456416.716,0.00013,10.9,0.11,0.1246,0.0007,,,6070,0.09,4.42
WASP-54 b,3.6936411,0.0000043,0.067,0.033,84.97,0.63,2455518.351,0.00049,,,0.0927,0.0011,62,21,6100,-0.27,4
WASP-54 b,3.6935999,0.000001,,,,,2458931.236,0.00035,,,,,,,,,
WASP-54 b,3.69364,0.000006,0.07,0.03,84.97,0.61,,,5.88,0.29,,,,,6100,-0.27,4
WASP-54 b,3.6936411,0.0000059,0.06,,84.97,0.61,2455518.351,0.00053,,,,,,,6100,-0.27,
WASP-54 b,3.69359967,0.0000016,,,,,2459684.731,0.000392,,,,,,,6097.47,,4
WASP-53 c,2840,170,0.8369,0.0069,,,,,,,,,198.6,2,4953,0.22,4.55
WASP-53 b,3.3098443,0.000002,0.03,,87.08,0.16,2455943.567,0.00011,11.05,0.2,,,,,4953,0.22,4.55
WASP-53 b,3.30984314,0.00000038,,,,,2458386.231,0.00015,,,,,,,,,
WASP-53 b,3.30984575,0.00000153,,,,,2459140.876,0.000272,,,,,,,4953,,4.56
WASP-53 b,3.3098436,0.0000005,,,,,2456284.482,0.00015,,,,,,,4953,0.22,4.55
WASP-52 b,1.7497828,0.0000006,0,,85.24,0.84,2455793.681,0.00049,7.299,0.276,0.159,0.004,,,5000,0.03,4.5
WASP-52 b,1.7497835,0.0000011,0.092,,85.35,0.2,2456673.821,0.00013,,,,,,,5000,0.03,
WASP-52 b,1.7497798,0.0000012,0,,85.35,0.2,2455793.681,0.00009,7.3801,0.1106,,,,,5000,0.03,4.58
WASP-52 b,1.7497798,,0,,85.06,0.27,2457263.498,0.00016,7.14,0.12,0.1608,0.0018,,,5087,,4.5
WASP-52 b,1.7497835,0.0000011,,,,,2456673.821,0.00013,,,0.1629,0.0044,,,5087,,4.5
WASP-52 b,1.74978082,0.00000039,,,,,2457399.981,0.00017,,,,,,,,,
WASP-52 b,1.74978119,0.0000001,,,,,2456770.06,0.00004,,,,,,,5000,0.03,4.58
WASP-50 b,1.9550938,0.0000013,0.022,,84.74,0.24,2455558.612,0.0002,,,,,,,5400,-0.12,
WASP-50 b,1.9550959,0.0000051,0.009,0.011,84.74,0.24,2455558.612,0.00021,,,,,44,62,5400,,
WASP-50 b,1.9551,0.000005,0.01,0.01,84,18,,,7.53,0.35,,,,,5400,-0.12,4.54
WASP-50 b,1.95509299,0.00000011,,,,,2458411.093,0.000074,,,,,,,,,
WASP-50 b,1.9551,0.000005,,,84.88,0.27,,,7.51,0.1,0.139,0.0006,,,5400,,
WASP-50 b,1.9550931,0.0000004,,,,,2459169.669,0.00011,7.36,0.11,0.1373,0.0014,,,5400,,
WASP-50 b,1.95509316,0.00000054,,,,,2459169.669,0.000132,,,,,,,5400,,4.54
WASP-50 b,1.9550928,0.0000003,,,,,2457701.395,0.00023,,,,,,,5400,,
WASP-5 b,1.6284279,0.0000022,0.038,0.026,86.9,2.8,2454373.996,0.00025,,,,,34.38,26.93,5700,0.09,4.39
WASP-5 b,1.6284229,0.0000043,0.0351,,86.1,0.7,2454373.996,0.00014,5.495,0.123,0.1106,0.0018,,,5700,0.09,4.5
WASP-5 b,1.6284246,0.0000013,,,85.8,1.1,2454375.625,0.00024,5.414,0.185,0.111,0.0014,,,5700,0.09,4.38
WASP-5 b,1.62842953,0.00000052,0.012,,85.8,1.1,2456446.989,0.00017,,,,,,,5770,0.09,
WASP-5 b,1.62842953,0.00000052,,,,,2456446.989,0.00017,,,0.1136,0.0013,,,5735.75,0.154,4.37
WASP-5 b,1.62843033,0.00000011,,,,,2455017.227,0.00007,,,,,,,5880,0,4.4
WASP-5 b,1.62842956,0.0000008,,,,,2458355.508,0.000122,,,,,,,5700,,4.4
WASP-5 b,1.62843142,0.00000064,0,,85.58,0.81,2454375.625,0.00019,5.37,0.15,0.1108,0.0011,,,,,
WASP-5 b,1.6284296,0.0000048,0,,85,1.7,2454375.625,0.00026,,,,,,,5880,0,4.4
WASP-5 b,1.62842991,0.00000008,,,,,2456876.894,0.000088,,,,,,,,,
WASP-5 b,1.6284246,0.0000013,,,85.8,1.1,,,5.4142,0.1849,,,,,5700,0.09,4.38
WASP-5 b,1.6284246,0.0000013,,,85.8,1.1,,,5.4142,0.1849,,,,,5770,0.09,4.38
WASP-5 b,1.62843,0.0000005,,,,,2459111.1,0.00015,5.4,0.15,0.111,0.0009,,,5700,0.09,4.39
WASP-49 b,2.7817366,0.0000005,,,,,2456198.14,0.00014,,,,,,,5600,,
WASP-49 b,2.78173708,0.00000021,,,,,2458470.82,0.00011,,,,,,,,,
WASP-49 b,2.7817387,0.0000056,0,,84.89,0.19,2455580.594,0.00029,,,,,,,5600,,
WASP-49 b,2.7817387,0.0000056,0.026,,84.89,0.19,2455580.595,0.00029,,,,,,,5600,-0.23,
WASP-49 b,2.78173786,0.00000096,,,,,2459221.889,0.000215,,,,,,,5600,,4.43
WASP-49 b,2.7817362,0.0000014,0,,84.48,0.13,2456267.684,0.00013,,,,,90,,5600,,4.5
WASP-49 b,2.78174,0.000006,0,,84.89,0.19,,,8.37,0.37,,,,,5600,-0.23,4.5
WASP-48 b,2.143634,0.000003,0,,80.09,0.88,2455364.55,0.00042,,,,,,,5920,,
WASP-48 b,2.14363592,0.0000046,0,,80.09,0.55,2455364.552,0.0002,,,0.098,0.001,,,5920,-0.12,4.03
WASP-48 b,2.14363,0.0000027,,,,,2459034.458,0.00025,4.7,0.22,0.0952,0.0014,,,5920,-0.12,4.03
WASP-48 b,2.14363,0.000003,0,,80.09,0.62,,,4.25,0.18,,,,,5920,-0.12,4.03
WASP-48 b,2.143634,0.000003,0.014,,80.09,0.88,2455364.551,0.00042,,,,,,,6000,-0.12,
WASP-48 b,2.14363544,0.00000058,0,,81.99,0.54,2455364.552,0.00024,4.701,0.118,0.09584,0.00077,,,6000,-0.12,4.1
WASP-48 b,2.1436364,0.00000069,,,,,2459825.46,0.000475,,,,,,,6148,,4.01
WASP-48 b,2.14363601,0.00000032,,,,,2456811.507,0.00029,,,,,,,,,
WASP-48 b,2.1436364,0.0000003,,,,,2456176.99,0.00012,,,,,,,5920,,
WASP-47 e,0.789655,0.00004,,,89.6,10,2456990.822,0.0013,3.2,0.2,0.0139,0.00076,,,5565,0.43,4.3
WASP-47 e,0.789593,0.000012,,,,,2457011.349,0.00031,,,,,,,5576,0.36,4.34
WASP-47 e,0.789636,0.000017,0.03,0.036,86.2,2.1,2456979.765,0.00094,3.205,0.015,0.01439,0.00016,160,140,5576,0.36,4.35
WASP-47 e,0.789518,0.00006,,,,,2456981.345,0.0025,,,0.01344,0.00088,,,5950,,4.32
WASP-47 e,0.7895933,0.0000044,,,,,2457011.349,0.0003,,,0.01458,0.00013,,,5552,0.38,4.34
WASP-47 e,0.789592,0.000012,,,85.98,0.75,2457011.349,0.00033,3.205,0.014,0.01461,0.00013,,,5552,0.38,4.34
WASP-47 e,0.789597,0.000013,,,87,3.1,2457011.348,0.00038,3.24,0.14,0.01456,0.00024,,,5576,0.36,4.34
WASP-47 e,0.789693,0.000082,,,81.8,5.9,2457042.147,0.00159,3,0.3,0.0143,0.001,,,5565,0.43,4.29
WASP-47 e,0.79,,,,,,,,,,0.0144,0.0002,,,5552,0.38,4.34
WASP-47 e,0.78961301,,,,,,2456979.762,,,,0.01444,,,,5427,,
WASP-47 d,9.03079,0.00017,,,,,2457006.369,0.00052,,,,,,,5576,0.36,4.34
WASP-47 d,9.03081,0.00019,,,89.36,0.67,2457006.369,0.00044,16.33,0.87,0.02886,0.00047,,,5576,0.36,4.34
WASP-47 d,9.028052,0.000065,,,89.5,2,2456997.344,0.0013,17,0.3,0.026,0.00072,,,5565,0.43,4.3
WASP-47 d,9.03077,0.00017,0.014,,89.32,0.23,2457006.369,0.00039,16.268,0.074,0.02886,0.00016,,,5552,0.38,4.34
WASP-47 d,9.095,0.014,0.006,0.0098,89.22,0.13,2456988.375,0.014,16.327,0.079,0.02931,0.00015,27,89,5576,0.36,4.35
WASP-47 d,9.03055,0.00008,0.01,0.011,,,2457006.37,0.00035,,,0.02876,0.00017,16.5,84.2,5552,0.38,4.34
WASP-47 d,9.0305419,,,,,,2456988.308,,,,0.03102,,,,5427,,
WASP-47 d,9.03164,0.00064,,,,,2456988.308,0.0024,,,0.026,0.0015,,,5950,,4.32
WASP-47 c,588.5,2.4,0.296,0.017,,,,,,,,,112.4,4.8,5552,0.38,4.34
WASP-47 c,588.8,2,0.295,0.016,,,2457763.1,4.3,,,,,112,4.3,5552,0.38,4.34
WASP-47 c,580.7,9.6,0.36,0.12,87,45,,,261.4,1.3,,,136,20,5576,0.36,4.35
WASP-47 c,572,7,0.13,0.1,,,,,255,7,,,144,53,5576,0.36,4.32
WASP-47 b,4.15914806,0.0000007,,,,,2457045.365,0.00012,,,,,,,,,
WASP-47 b,4.1591409,0.0000072,0.026,,,,2455764.346,0.0002,,,,,,,5576,0.36,4.32
WASP-47 b,4.1591488,0.0000018,,,,,2459470.147,0.00114,,,,,,,5576,,4.34
WASP-47 b,4.1591496,0.000001,,,,,2456354.946,0.0003,,,,,,,5350,,
WASP-47 b,4.1591287,0.0000049,,,89.03,0.27,2457007.932,0.000023,9.715,0.05,0.10186,0.00023,,,5576,0.36,4.34
WASP-47 b,4.1591492,0.0000006,,,,,2457007.932,0.000019,,,0.10191,0.00022,,,5552,0.38,4.34
WASP-47 b,4.1,,,,,,2457245.005,0.0017,9.756,0.067,,,,,5565,0.43,4.29
WASP-47 b,4.15917,0.000011,,,,,2456978.818,0.000095,9.746,0.15,0.10173,0.00052,,,,,
WASP-47 b,4.1591282,0.0000046,,,,,2457007.932,0.000061,,,,,,,5576,0.36,4.34
WASP-47 b,4.15810694,,,,,,2456982.982,,,,,,,,5576,0.36,4.34
WASP-47 b,4.16071,0.00038,0.0028,0.0042,89.02,0.17,2456982.978,0.00032,9.705,0.047,0.10193,0.00018,30,79,5576,0.36,4.35
WASP-47 b,4.1591399,0.0000072,0.11,,89.2,0.5,2455764.346,0.00022,,,,,,,5350,,
WASP-47 b,4.1591289,0.0000042,,,88.98,0.2,2457007.932,0.000021,9.702,0.044,0.10193,0.00021,,,5552,0.38,4.34
WASP-47 b,4.159221,0.000015,,,,,2456982.977,0.00011,,,0.10214,0.0003,,,5950,,4.32
WASP-47 b,4.1591739,,,,,,2456982.977,,,,0.1032,,,,5427,,
WASP-46 b,1.43037,0.0000023,0.022,,82.8,0.17,2455392.316,0.0002,,,,,,,5600,-0.37,
WASP-46 b,1.43037222,0.00000023,,,,,2456842.714,0.00017,,,,,,,5620,,
WASP-46 b,1.43037,0.0000023,0,,82.63,0.38,2455392.316,0.0002,,,,,,,5620,,
WASP-46 b,1.43037254,0.00000024,,,,,2457274.685,0.00019,,,,,,,,,
WASP-46 b,1.43036914,0.00000092,,,,,2459036.904,0.000393,,,,,,,5600,,4.49
WASP-46 b,1.43036763,0.00000093,,,82.8,0.17,2455392.317,0.00058,5.851,0.038,0.14075,0.00035,,,5600,-0.3,4.49
WASP-46 b,1.4303707,0.0000004,,,,,2459059.79,0.00018,5.99,0.14,0.1395,0.002,,,5600,-0.3,4.49
WASP-45 b,3.1260876,0.0000035,0,,84.47,0.54,2455441.269,0.00058,,,,,,,5140,,
WASP-45 b,3.126089,0.000003,,,85.02,0.2,2458339.143,0.000312,9.97,0.3,0.1137,0.0029,,,5150,-0.03,4.5
WASP-45 b,3.126096,0.0000049,,,84.686,0.098,2455441.269,0.001,9.497,0.128,0.1095,0.0024,,,5100,0.5,4.47
WASP-45 b,3.1260876,0.0000035,0.043,,84.47,0.54,2455441.27,0.00058,,,,,,,5100,0.36,
WASP-45 b,3.12607402,0.00000092,,,,,2456497.886,0.00049,,,,,,,,,
WASP-45 b,3.12609,0.000003,0,,84.47,0.67,,,9.25,0.8,,,,,5140,0,4.45
WASP-45 b,3.12607775,0.00000231,,,,,2458354.773,0.000279,,,,,,,5100,,4.47
WASP-45 b,3.1260777,0.0000008,,,,,2458254.739,0.0003,,,,,,,5140,,
WASP-44 b,2.4238133,0.0000023,0.068,,86.02,1.1,2455434.376,0.00037,,,,,,,5400,0.06,
WASP-44 b,2.4238107,0.0000003,,,,,2456006.396,0.00009,,,,,,,5410,,
WASP-44 b,2.42381058,0.00000044,,,,,2456629.315,0.00019,,,,,,,,,
WASP-44 b,2.423812,0.0000012,0,,86.59,,2455434.377,0.0002,,,0.1164,0.0017,,,5410,0.06,4.48
WASP-44 b,2.4238039,0.0000087,0,,86.02,1.11,2455434.376,0.0004,,,,,,,5410,,
WASP-44 b,2.423804,0.000008,,,86.21,0.68,2458338.102,0.000364,8.2,0.43,0.1248,0.0023,,,5420,-0.003,4.49
WASP-44 b,2.42382258,0.00013651,,,,,2458386.578,0.000681,,,,,,,5410,,4.48
